Gadget Type,Gender,Language,Product Name,Opinion,Sentiment
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",It's the best phone under 75 k ....only iPhone 16 pro Max can beat this phone nothing else comes closer with this exceptional device...pics with 20x zoom comes like dslr type..bookeh pics Beats any phone in this world as I have s24 ultra and iPhone 16 promax as well in my family.. Seriously if you want all the best things like big display with best viewing experience best battery life if charge it with 20 watt charger if you want best processor which can edit 4 k video in 3 minutes ...if u want best camera beating almost every phone except 2 ...If you want best cell tower reception...if you want best wifi speed...if you want ir blaster ..if you want speed without getting heated just buy it and never look back to any phone ever again...,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",I have exchanged my MI 11T Pro with Iqoo 12 and Im surprised by the power it packs.The 11T Pro's SD888 was an underclocked version while the 8 gen 3 on iqoo 12 instantly feels like an upgrade of power.The only thing I noticed and is bothering me for iqoo 12 is its main camera lense is weaker than 11T Pro and doesn't capture great photos. But I must say the telephoto lense is so brilliant and captures dslr like photos.,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","Best performance ðŸ’¯Best looks and featuresOverall excellent smartphone ,but there was one issue camera design and camera bump it's just high and it will be scratch easily it's need to be camera glass protection.IQOO need to be developed and common sense because back camera has been 3 camera but camera space taken mora space unnecessary 100x zoom logo place is unnecessary i think put it add 1 more camera in the back.But performance is excellent and design also good camera after 20x zoom it can be better when 100x zoom clarity is so much disappointed and stability is very big issue",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","This phone appears to be all-rounder for me(after using >6 months). Battery backup is good. After using for >6 months battery is able to retain its health upto 99% which is great). Sometimes IQOO pushes updates that drains the battery faster, and then fix it in the next patch(probably a vicious cycle).Camera quality is good too.Phone get heated up during travelling because the phone is signal hungry so it does manage to gain more signals, but managed to dissipate the heat quickly but user experience is never decreased.Overall a good balanced phone from IQOO.",Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","Iqoo phone are best for gaming and performance, before this I had iqoo Neo 6 and then I changed to iqoo 12.",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Gaming 10/10Rear Camara 10/10Front Camera 8/10Battery 9/10Look 10/10Display 10/10 ( Smooth)This Phone is Beast ðŸ”¥,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","Very good performance overall. Good camera, good processor. Just front camera do not have hd recording and only single camera no wide angel in front.",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Sound quality color accuracy battery etc.,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",I write this review after use 7 days1. Great charging speed2. Best processor3. Smooth touch4. Battery backup also good5. Best main camera ðŸ“¸But selfie camera ðŸ¤³ is good not bestOverall best mobile ðŸ“² phone. At that price Go for it,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Front camera very bad ðŸ˜ž,Negative
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Best mobile with best camera.. very much competitive to Apple camera,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","No hangs ,weight distribution good, butter touch sensitive and good functionality with Better battery life, charging speed is awesome ðŸ˜Ž",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Woooowwwwwwww,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",What a Fantastic ðŸ˜ IQOO 12 Latest Snapdragon and Camera Portraits Zoom Level Fast Back Side Many Application Stanning Look Awesome Over all The IQOO 12 Wow ðŸ’¥â¤ï¸ðŸ’¯ðŸ‘ŒðŸ‘ŒðŸ‘Œ,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",IQOO 12 i buy my IQOO Gone ðŸ«¡ anyway all The Best,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Phone is cool with all major upgrade to overall say all in one phone to cover all other hype from different manufacturers.Looking for something interesting and different from same old samsung and iPhone - I would recommend this to meet the budget!,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","I had bought this phone at 48750,the phone is very good but if the company could have given IP 68 Rating, then it would be a allrounder.And the packaging and delhivery of the product is very good(no issue )from Amazon.",Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","Great battery backup, superb perfomance. I am coming from S22 plus and this phone has been so much better than that. Yes the selfie camera is a miss compared to flagships but everything else os a flagship killer. Dont waste your money on expensive flagships. Getting close to 9hrs of SoT with normal usage",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","The phone is good in all the departments . Performance , camera and display and all other aspects . The price of the mobile is good as I got it in dasara sale.",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Great phone from iqoo. Overall software and hardware features are great. Just the Funtouch OS is not up to the mark. Bloatware and cartoonish animation. Nothing OS offers better experience at lower price.,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",The overall product is good. I got this mobile for 40500 ( 7500 exchange + 2000 bank discount ) . This mobile is worth every penny. Very smooth and faster processing power with no lags at all.Felt premium at my first touch.At first i felt the main camera is okayish but vanished my thoughts after coming to portrait and night photography. The image i attached is literally captured @ 11PM.,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Love you Amazon,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Camera is unbelievablePerformance killing compaired to the price the best phone in all segments. Go for it worth phone to buy,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",It's a beast in 50k Easily last for 1 day with heavy usage can easily last for 1.5 days with Normal usageCamera can Easily best iPhone 15 gets charged in 22 minutes processor 8gen3 beast surprised how they managed to give such an excellent battery life with such a power consuming processor ui is also good excellent camera night mode but front camera is okaish only cons is front camera,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","TBH, besides the funtouch OS, everything's great!Performance, battery life, cameras and all are a great package for this price. This phone has the potential to outperform every 8gen3 smartphone but it lacks the proper software optimisation. Coming to the conclusion, this is a device made for people who can compromise with the software.Period!",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","ðŸŸ¥Pros1)Processor - SD 8 Gen 3 -Antutu Score - 19 Lack + ( Fastest Phone in the Segment)2)Best Back Camera ( DSLR like )3) Best Display , Design , Battery & Charging Speed ( Full Charge in 30 min)4) Best Gaming Phone under 53 k5) Awesome Build QualityðŸŸ¥Cons-1) NO IP 68 Rating ( IP 64 âœ“)2) No Corning Gorilla glass ( It had Schott Xensation Glass )3) Poor Front Camera4) No USB 3.2 ( It had 2.0 )5) Buzzing sound from ChargerðŸŸ¥Ratings1) Back Camera, Software & Performance, Charging Speed , Battery- 5 / 52) Display, Brightness - 4.5/53) Design, Value for Money- 4 / 54)Front Camera , IP Rating - 2.5 / 5OVERALL - 4.5 / 5ðŸŸ¥ Conclusion -1) This Phone is Not for Blogging2) Best Phone for Photography & Gaming3) No phone in India under 53 K Can Beat IQ 124) It may Long last for - 3 -5 years5) If you don't have money to buy S 24 Ultra then u can go with this phone with some cons",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Superfast in every aspect like processing charging etc.,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Best best best no speek to words,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","Pros :It is good looking phone with a flat screen. You can put normal tempered glass without hunting for some of those curved screen ones.Solid back cameras.3x zoom is quite good ,all the cameras on the back have autofocus. Telephoto macro mode is rather impressive. Ultra wide is less wide but produces decent pictures.Strong battery life , 8gen3 is very efficient, gets warm under heavy load but does not thermal throttle.Haptics are also good.Screen is decently bright,would like a saturation toggle to make it more vibrant which my previous phone (Rog 5) had.3 years of promised Android version upgrades.Good signal reception, good call quality, nothing to complain about.Proper refresh rate handling, touch the screen, it'll go120hz, stop touching the screen, it'll go down to 1hz, this is what other manufacturers need to learn. Let customers use what they pay for.Charger in the box,phone charges really quickly. Charger is also power delivery compatible which means one charger can be used for laptops, tablets,phone, earbuds. This is awesome,thank you vivo for not going the proprietory route like some other brands.The os needs praise for dealing with background apps , it doesn't unnecessary kill any background apps. This is such an underrated feature.Cons:1.The software looks normal but there are a lot of hidden services like jovi account, vivo account. Do not understand why they need me to sign in. It feels like if anything you want to change,there is some service which wants your data first.There are software bugs,for example with 3rd party launchers, horizontal scoll to switch apps doesn't work. If you turn off ""suggested replies and actions"" in notification settings,it turns back on automatically. Minor ones but they are annoying to me.Please tone down the recommendation and suggestions inside the settings menu for your own sanity.2.USB 2.0, come on Vivo,in 2023 , you're using usb 2.0, even budget phones have 3.0 now.3. You cannot backup this phone to an external ssd, the option to backup and restore from external hdd/ssd is not available,you have to use cloud storage which is silly and it means you'd have to pay for google one as by default google only gives 15gb which is never going to be enough to back a phone in 2023.4. Tons of bloatware in the os,some of them you can uninstall,most of them you cannot. Software needs streamlining,make it closer to stock Android.Iqoo cloud, Jovi assistant-- why are these even needed is beyond my understanding.5. Front camera is not good, it's a quad bayer 16mp without autofocus and can only record till 1080p@30fps. Unacceptable for a camera centric phone.6.Many stock features are missing,for example,you cannot customise status bar,only the battery icon.Even stock Android has that.7. System wide equaliser is missing,there are some listening enhancements options,but an eq to tone the bands according to our needs is needed.8. No Gorilla glass protection on the front or back.",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","It's been 6 months of usage, sturdy phone, battery is really good in one single charge it gives me almost 1 and half day backup Even after playing games and with heavy usage.... Worth the Purchase...Camera quality is good and captures the image fast. Damn the charging is really fast with 120watt cherger within minutes we can expect 100% charge from 50% to 100%.. For Gamers this is best phone as it's fast, no lagging, no heating issues...IQOO nailed it with this model!",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","The iQOO 12 stands out with its powerful performance, excellent camera capabilities, vibrant display and rapid charging. It's an ideal choice for users looking for a flagship experience without breaking the bank. Whether you're a gamer, a photography lover, or just need a reliable daily driver, the iQOO 12 delivers on all fronts.",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","great phone at this price , buy it without any second thought, but same lag in ui is seen which can be compromised.",Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","This is not just a performance phone, it's an all rounder. Awesome processing speed, smooth UI, great camera, decent design...I just love everything about this phone.",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","Awesome, only drawback software",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Good,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Very good phone and the 100x zoom is awesome.will share more reviews in future after a month.,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","I recently purchased this device on August 29, 2024, and so far, itâ€™s been a heavenly experience, especially for gamers. If you play titles like BGMI, COD, or any other FPS-intensive games, this phone is an absolute beast. The performance is flawless, ensuring smooth gameplay without any hiccups.Camera Quality:The rear camera is among the best Iâ€™ve seen across brands. The Super Moon feature is quite impressive, capturing details in a way that very few devices can. Iâ€™ve attached a few sample picturesâ€”take a look! The 8K video recording feature is also fantastic, delivering crisp and high-quality videos. The selfie camera quality isn't great, though I'm not sure if it's due to the tempered glass.Performance vs. iDevices:When it comes to performance, this phone gives direct competition to iDevices. Whether it's gaming, video recording, or multitasking, it holds up really well, making it a strong contender.Strange Finding:However, I did notice something odd. When I shake the phone near my ear, I hear something rattling inside. I'm not sure if everyone experiences this, but it's a bit concerning, and Iâ€™m hoping itâ€™s not a significant issue.Overall, it's an exceptional device for gamers and multimedia enthusiasts, with only a minor concern that might need looking into.",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","It is best smartphone with camera , processors , an all specification is good , IQOO is great brand for smartphone industryPlease check camera samples",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","I am posting this after 6 months of usage, this device is fantastic, timely update and camera is better than iphone 15 and OnePlus 12 as compared charging speed is awesome battery is good charging speed is good and after funtouch 15 on Android 15 came the device became super fast go for it instead of spending too much it also has ai eraser and many ai tools",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Mobile i can't Expect the Performance Like A GhostDelivery Only Take Long Days,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Worth IT and you won't regret buying IT.,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Impressed with 8gen3 performance and fun touch os butter smooth animations gaming performance was top notch battery can easily last one full day u can charge it under 30 minutes with 120 watt charger rear cameras are excellent front cameras needs improvement over all great flagship with excellent value,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Please throw away your apple ðŸThis is the pack of everything..,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Excellent phone except no 3.5mm jack. Performance is best. Only they would have provided 3.5mm jack then it would been perfect for gaming because bluetooth wireless headphones have audio lag of 500 miliseconds and adaptor sound quality is very poor.,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Peak performance. Feels really premium. Impressive battery life and surprising camera quality.,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","I recently caught wind of iQOO's latest flagship release, the iQOO 12, and after extensive research, I took the plunge and purchased this device just two days ago. Let me share my experience with you.First and foremost, the camera setup on the iQOO 12 is nothing short of remarkable. Boasting a triple camera configuration of 50+50+64MP, the pictures captured are not only vivid but also showcase a unique and distinctive style that sets it apart from other iQOO models. Even compared to my sister's more expensive phone, the iQOO 12 outshines with its superior camera quality. I am genuinely delighted and satisfied with the camera performance.The design of the iQOO 12 is another standout feature. The metal sides give it a premium feel, and the device's grip is both comfortable and secure. The impressive build quality is evident, making it a pleasure to hold and use.The user interface is clean and intuitive, contributing to an overall positive user experience. Navigating through the device is a breeze, adding to my satisfaction with the iQOO 12.In terms of battery life, I am pleased with the performance so far. Although the charging time is approximately 25 minutes for a full charge, the endurance of the battery makes it bearable, as I don't find myself needing to charge frequently. A small trade-off for extended usage.Gaming on the iQOO 12 is a delight. I tried Call of Duty, and the smooth touch response, fast loading times, and immersive vibrations on kills left me thoroughly impressed. The device delivers a seamless gaming experience that enhances the overall satisfaction of owning this flagship phone.Overall, I consider the iQOO 12 a great purchase, especially for those looking for an exceptional gaming, multimedia, and camera experience within a budget of 50k. While there might be some software experience quirks, the device's performance in gaming, multimedia consumption, and photography make it a worthy investment that won't leave you disappointed. If you're in the market for a feature-packed smartphone, the iQOO 12 is a solid choice ðŸ’¯ðŸ˜ŠðŸ˜Š",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","Pros- Smooth gaming, great camera, best battery and charging management. 7 hours of screen time including 2 hrs of call of duty on 90fps and mid graphics . Cons - Improvement in funtouch os is needed no ip 68 or 69 rating. would be better if provided with 4 years of android updates speakers could have been better (no Dolby Atmos)",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Good packing no damage...phone also very smooth I lv it,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Camera quality wrost,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Osm,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Legend Phone,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",The media could not be loaded. What a surreal experience with this phone. Just look at the picture quality you can get over more than this. Just grab it,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","The overall performance is good, the camera needs a little renovation, not quite up to mark. And the only problem is that sometimes when we enter security apps like gpay, the phone tends to freeze for 5mins or so and restart.. hoping to see the changes in the new update",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Awesome phone and excellent value for money,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","There are many good things to say about this phone, such as good zoom, speed, good daylight photography, battery life, astro photography...but I'll focus this review on the cons of this phone1. Horrible flashThis phone has a really bad flash, my previous phone, which is a lot less expensive had flash lot brighter than this.2. Mediocre displayIt's amoled but there isn't much difference between a 20k amoled phone and 60,000 phone.3. Sub par front cameraIf you are a selfie person, just don't buy, results are mediocre and can't compare with other high end phones.4. Front camera cut outIt has a huge front camera cut out, no other Android phone near this price range has such a big cut out and it looks bad and the front camera is not even that good.5. Flash photographyHorrible horrible flash photography. If you are a person who likes to take photos using flash at night don't buy this, this phone takes worse photos than 10k Android phones using flash. Photos come yellowish and out of Focus and worse part is that it takes 5 or 6 seconds to take a photo using flash.6. Heating issueIf you are living somewhere that gets really hot during summer beware not to expose this phone to heat while using, it can get warm under warm conditions.7. Software experienceComing from Samsung OneUI this felt like a huge downgrade. You may get used to it after a while.My take on this phone is that if you are into photography and good software then don't buy. You can spend a little more for a OnePlus or a Samsung older gen S series and can get a overall better experience.",Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","The performance of the mobile is best.super build quality,speed,touch ,picture quality",Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","Good performance phone but missing wireless charging,As per the price interface, softwares are very limited.",Negative
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",I am used this mobile 6 monthVery smooth and Fast experienceCamera quality is bestThank u iqooThank u Amazone,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Nice ðŸ‘Œ,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Best mobile phone ever in 50000 rupees .....ever,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",It's Awesome To Use worth For Money ðŸ’¯ðŸ’¯ðŸ’¯,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",I have purchased OnePlus 12 and IQOO 12 together for me and my wife. We both fighting now for IQOO it so premium luxury and beating all other phone in each and every corner and performance. Finally she snatched it from me as she is camera lover and now I am waiting to complete a year to exchange my phone with this. Amazing Superb! After using this phone I am sure that no one will like any other Android or ðŸŽ.. ðŸ˜‚! It's so premium..ðŸ¥°ðŸ˜,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","This is totally worth the 50k. Every thing is best in this device display, design, smooth experience and the primary and telephoto lens camera ðŸ’¯.Cons - wide angle camera and front camera is average",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Nice prodeuct,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","It is freaking fast, Looks premium, Camera is quite good, OS is ok. Just loving it ðŸ˜",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","Here's my review of the iQOO 12 5G after using it extensively for the past week.iQOO is known for offering performance phones that provide great value for money. Now, they are changing things up with the new iQOO 12 5G.Let's begin -Design- The design is more mature and in league with other flagships.- The BMW M sports branding at the bottom is a neat touch.- Steel flat sides look premium but easily pickup smudges.- Enamel glass on the back is a mix between glossy & matte. It's one of the best implementations on a phone.- Rear camera module is BIG!! Has that knurled finish metal ring for the regal feel.- The only downside is the sheer size, a curved panel would have made things better.Display- Excellent display quality, with the 144Hz RR which can go down to 1Hz.- Outdoors visibility is great & colors are on point.- Panel is ideal for watching HDR content, & playing games with that 2,160Hz PWM.- Good stereo speaker system with on-point sound separation, gets loud enough to fill a small room.Software- The experience is more refined with Android 14-based Funtouch OS 14.- UI is clean with modern touches, with limited Material You elements.- Although some apps were removed this time, you can still find bloatware.- Aside from that, Funtouch OS 14 gets you enough options to customize the UX like other custom skins on the market.Performance- You get the all-new Qualcomm Snapdragon 8 Gen 3 here, which is an excellent performer.- There are no complaints on the performance side.- The phone glides through all the stuff thrown at it.- Even under intense stress it doesn't heat up which cannot be said for the competitors.- It's got rock-solid gaming performance and the Q1 chip further smoothens things out.- Battery is just too good, got 7 hours of SOT with mixed-use.- 120W charger tops up the battery in under 30 minsCamera- This is yet another area where the iQOO 12 shines.- Brilliant camera performance on all 3 lenses.- The camera UI is clean & simple to use.- It's got the new Vivo color science that comes close to the Zeiss camera experience seen on Vivo's flagship X series phones.- This time there are three new photo style options, Vivid, Textured, and Natural. I found the Vivid mode suitable for most scenarios.- The Natural mode stands out for better handling of foliage, preferred for more realistic shots.- Wide angle lens captures excellent photos, though there is still room for improvement.- The 3x telephoto lens adds versatility, particularly excelling in portrait shots.- Selfie game on the phone is a little weak thoughVerdictThis is the phone to get if you want top-notch performance, excellent battery life, and solid cameras, all for just â‚¹53,000 (under â‚¹50k with all the discounts).That said, there are some downsides to consider. Firstly, it lacks wireless charging and Gorilla glass protection. Additionally, it only offers 3 years of OS updates compared to the 5+ years provided by other flagship phones.Bottom line, iQOO has delivered a polished product that caters to all, not just avid gamers. The cherry on top is the crazy good price.",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Majedaar Hai,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","Absolutely loving my iQOO 12! ðŸš€ I recently upgraded to this flagship device, and it has exceeded my expectations in various aspects.Let's start with the camera setup, which is truly impressive. The 50+50+64MP triple camera configuration captures stunning and vibrant shots. Compared to my sister's more expensive phone, the iQOO 12 stands out with its exceptional camera quality. The pictures exhibit a unique style, making photography a delight. The low-light performance is noteworthy, and the handheld astro mode is a standout feature.The design of the iQOO 12 is a head-turner. The metal sides give it a premium feel, and the device's grip is both comfortable and secure. It's a pleasure to hold, and the build quality is top-notch.Navigating through the device is smooth thanks to the clean and intuitive user interface. While there might be some software experience quirks, they don't overshadow the overall positive user experience.The battery life is satisfactory, lasting a full day with moderate to heavy usage. The 120W flash charge is a game-changer, providing a quick charge in approximately 25 minutes. The fast charging capability compensates for the relatively short charging time.Gaming on the iQOO 12 is an absolute delight. The Snapdragon 8 Gen 3 processor ensures smooth performance, and the gaming features like Monster Mode and Game Resolution enhance the overall gaming experience. I tried Call of Duty, and the touch response, loading times, and vibrations on kills were impressive.On the performance front, the iQOO 12 shines with the Snapdragon 8 Gen 3 processor. The device is extremely smooth, whether it's scrolling, switching apps, multitasking, or gaming. I didn't experience any heating issues, even with regular usage and gaming sessions.The unboxing experience was a pleasant surprise, with all the essentials neatly included. The device is lightweight compared to other flagships, and the design is simple yet elegant. The display is a standout feature with its dynamic refresh rate of 1Hz-144Hz, providing a smooth and vibrant viewing experience.The software experience has been positive overall, with a few bloatware and duplicate apps easily removable. The revamped UI looks modern, though there's room for improvement in the home launcher app.Battery life is commendable, with light usage easily stretching to two days. The absence of wireless charging is a minor drawback, but the fast wired charging compensates for it. The inclusion of required sensors, good speakers, and reliable haptics add to the overall user satisfaction.In conclusion, the iQOO 12 is a fantastic purchase, especially for those seeking a budget-friendly flagship with exceptional gaming, multimedia, and camera capabilities. The USB 2.0 port for data transfer and the lack of wireless charging are minor downsides, but the overall performance and features make it a solid investment. Highly recommend it to anyone looking for a high-performing and thoughtfully designed smartphone! ðŸ‘ðŸ“± #iQOO12 #FlagshipExperience",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)","I am satisfied for this device, keep buying and enjoy this device",Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",It just beat the iPhone 15 plus cameras,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",This is very Super Mobile and very Fastest Mobile iq0012Excellent...,Positive
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Nice phoneCamera ðŸ“¸ quality is awesomeSnapdragon 8 gen 3 ðŸ¥°,Neutral
Smartphone,Male,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Kya kya tarif kre iski . It's just Wowsome ðŸ˜,Neutral
Smartphone,Female,English,"iQOO 9 5G (Alpha, 12GB RAM, 256GB Storage)",Good on camera performance and gaming performance thanks for IQOO i am very exited on performance,Positive
Microwave,Female,English,LG 21 L Convection Microwave Oven,Small for size,Neutral
Microwave,Male,English,LG 21 L Convection Microwave Oven,Didn't get cooking manual. For How to use,Neutral
Microwave,Male,English,LG 21 L Convection Microwave Oven,The product is good!!But the recipe book is missing when the delivery is received,Neutral
Microwave,Male,English,LG 21 L Convection Microwave Oven,Did not provide booklet of cooking recipes,Neutral
Microwave,Male,English,LG 21 L Convection Microwave Oven,Thanks amazon,Positive
Microwave,Male,English,LG 21 L Convection Microwave Oven,Good & freindly user.Deducting one star as the oven is too heavy & has a bit space issue because the backside is quite bulged out. If you have ample space then go for it !,Neutral
Microwave,Male,English,LG 21 L Convection Microwave Oven,Still no technican has came for the demo of microwave oven.,Neutral
Microwave,Male,English,LG 21 L Convection Microwave Oven,"Good product, working well for last few months.",Positive
Microwave,Male,English,LG 21 L Convection Microwave Oven,"Super looks and performance, keep it up LG,Seller Dwantech is also awsome quality serviceFinally thank Amazon....",Positive
Microwave,Male,English,LG 21 L Convection Microwave Oven,"Very good , easy to use",Positive
Microwave,Female,English,LG 21 L Convection Microwave Oven,Really nice oven.,Neutral
Microwave,Male,English,LG 21 L Convection Microwave Oven,Very nice,Neutral
Microwave,Male,English,LG 21 L Convection Microwave Oven,Good product,Neutral
Microwave,Male,English,LG 21 L Convection Microwave Oven,"The media could not be loaded. One of the worst experience I have had with Amazon, still the return is not completed",Negative
Microwave,Male,English,LG 21 L Convection Microwave Oven,1.Delivery was on-time as per delivery schedule2. Product packaging was good.3. Tye product delivered was brand new and very recent.4. Demo was automatically scheduled and illustrated well.5. LG offers free cooking and usage lessons for the product.6. Comes with with a cookbook and the usage manual itself has a lot of recipies and use cases.7. It has stainless steel inside.8. Product functions normallyMost importantly I owned other LG appliances and felt LG offers the most bang for the buck and customer service is good with standard demo and registration after the product is delivered. LG product always have well thought out nifty features and convenience which I find others lacking.I will update long term usage later.,Positive
Microwave,Male,English,LG 21 L Convection Microwave Oven,Like this item.,Neutral
Microwave,Male,English,LG 21 L Convection Microwave Oven,"Got this item at just Rs 7891/- in republic day sale. As you know LG is one of the most trustable brand. Delivery boy was so good, as he delivered this heavy product on to his shoulder as my flat is on 3rd floor.Thank you Amazon for provide me such a a great product in this price range. 5/5 rating for a delivery boy.",Positive
Microwave,Male,English,LG 21 L Convection Microwave Oven,I am waiting for demo by lg customer care of the woven.will you help?,Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Satisfied,Neutral
